package,version,license,module,vendored,downloaded_at_build,distribution_method,usage_method,comments,license_link,download_location,provenance,repo_modules
aioboto3,15.5.0,Apache-2.0,AGENT,,https://pypi.org/project/aioboto3/15.5.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/terricain/aioboto3,https://pypi.org/project/aioboto3/15.5.0/,submission,services/agent
aiobotocore,2.25.1,Apache-2.0,AGENT,,https://pypi.org/project/aiobotocore/2.25.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/aiobotocore,https://pypi.org/project/aiobotocore/2.25.1/,submission,services/agent
aiofiles,25.1.0,Apache-2.0,AGENT,,https://pypi.org/project/aiofiles/25.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/Tinche/aiofiles,https://pypi.org/project/aiofiles/25.1.0/,submission,services/agent
aiohappyeyeballs,2.7.1,PSF-2.0,AGENT,,https://pypi.org/project/aiohappyeyeballs/2.7.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/aiohappyeyeballs/blob/main/LICENSE,https://pypi.org/project/aiohappyeyeballs/2.7.1/,submission,services/agent
aiohttp,3.14.3,Apache-2.0 AND MIT,AGENT,,https://pypi.org/project/aiohttp/3.14.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/aiohttp,https://pypi.org/project/aiohttp/3.14.3/,submission,services/agent
aioitertools,0.13.0,MIT,AGENT,,https://pypi.org/project/aioitertools/0.13.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/omnilib/aioitertools/blob/main/LICENSE,https://pypi.org/project/aioitertools/0.13.0/,submission,services/agent
aiorwlock,1.5.1,Apache-2.0,AGENT,,https://pypi.org/project/aiorwlock/1.5.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/aiorwlock,https://pypi.org/project/aiorwlock/1.5.1/,submission,services/agent
aiosignal,1.4.0,Apache-2.0,AGENT,,https://pypi.org/project/aiosignal/1.4.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/aiosignal,https://pypi.org/project/aiosignal/1.4.0/,submission,services/agent
aiosqlite,0.22.1,MIT,AGENT,,https://pypi.org/project/aiosqlite/0.22.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/omnilib/aiosqlite/blob/main/LICENSE,https://pypi.org/project/aiosqlite/0.22.1/,submission,services/agent
annotated-doc,0.0.4,MIT,AGENT,,https://pypi.org/project/annotated-doc/0.0.4/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/fastapi/annotated-doc,https://pypi.org/project/annotated-doc/0.0.4/,submission,services/agent
annotated-types,0.8.0,MIT,AGENT,,https://pypi.org/project/annotated-types/0.8.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/annotated-types/annotated-types,https://pypi.org/project/annotated-types/0.8.0/,submission,services/agent
anyio,4.14.2,MIT,AGENT,,https://pypi.org/project/anyio/4.14.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/agronholm/anyio/blob/master/LICENSE,https://pypi.org/project/anyio/4.14.2/,submission,services/agent
arabic-reshaper,3.0.1,MIT,AGENT,,https://pypi.org/project/arabic-reshaper/3.0.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/mpcabd/python-arabic-reshaper/,https://pypi.org/project/arabic-reshaper/3.0.1/,submission,services/agent
arize-phoenix-otel,0.16.1,Elastic-2.0,AGENT,,https://pypi.org/project/arize-phoenix-otel/0.16.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,"REVIEW REQUIRED: wheel metadata/LICENSE says Apache-2.0, but the same wheel bundles IP_NOTICE stating Elastic-2.0 and patent protection. Classified conservatively from the restrictive bundled notice.",https://github.com/Arize-ai/phoenix/blob/main/IP_NOTICE,https://pypi.org/project/arize-phoenix-otel/0.16.1/,submission,services/agent
asn1crypto,1.5.1,MIT,AGENT,,https://pypi.org/project/asn1crypto/1.5.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/wbond/asn1crypto,https://pypi.org/project/asn1crypto/1.5.1/,submission,services/agent
attrs,26.1.0,MIT,AGENT,,https://pypi.org/project/attrs/26.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-attrs/attrs/blob/main/LICENSE,https://pypi.org/project/attrs/26.1.0/,submission,services/agent
Authlib,1.7.2,BSD-3-Clause,AGENT,,https://pypi.org/project/Authlib/1.7.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/authlib/authlib/blob/main/LICENSE,https://pypi.org/project/Authlib/1.7.2/,submission,services/agent
beautifulsoup4,4.15.0,MIT,AGENT,,https://pypi.org/project/beautifulsoup4/4.15.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/wention/BeautifulSoup4?tab=License-1-ov-file,https://pypi.org/project/beautifulsoup4/4.15.0/,submission,services/agent
boto3,1.40.61,Apache-2.0,AGENT,,https://pypi.org/project/boto3/1.40.61/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/boto/boto3,https://pypi.org/project/boto3/1.40.61/,submission,services/agent
botocore,1.40.61,Apache-2.0,AGENT,,https://pypi.org/project/botocore/1.40.61/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/boto/botocore,https://pypi.org/project/botocore/1.40.61/,submission,services/agent
cachetools,7.1.6,MIT,AGENT,,https://pypi.org/project/cachetools/7.1.6/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/tkem/cachetools/,https://pypi.org/project/cachetools/7.1.6/,submission,services/agent
certifi,2026.7.22,MPL-2.0,AGENT,,https://pypi.org/project/certifi/2026.7.22/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/certifi/python-certifi/blob/master/LICENSE,https://pypi.org/project/certifi/2026.7.22/,submission,services/agent
cffi,2.0.0,MIT,AGENT,,https://pypi.org/project/cffi/2.0.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-cffi/cffi/blob/main/LICENSE,https://pypi.org/project/cffi/2.0.0/,submission,services/agent
charset-normalizer,3.4.9,MIT,AGENT,,https://pypi.org/project/charset-normalizer/3.4.9/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/jawah/charset_normalizer/blob/master/CHANGELOG.md,https://pypi.org/project/charset-normalizer/3.4.9/,submission,services/agent
click,8.4.2,BSD-3-Clause,AGENT,,https://pypi.org/project/click/8.4.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/pallets/click/blob/main/LICENSE.txt,https://pypi.org/project/click/8.4.2/,submission,services/agent
cloudpickle,3.1.2,BSD-3-Clause,AGENT,,https://pypi.org/project/cloudpickle/3.1.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/cloudpipe/cloudpickle/blob/master/LICENSE,https://pypi.org/project/cloudpickle/3.1.2/,submission,services/agent
colorama,0.4.6,BSD-3-Clause,AGENT,,https://pypi.org/project/colorama/0.4.6/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/tartley/colorama,https://pypi.org/project/colorama/0.4.6/,submission,services/agent
contourpy,1.3.3,BSD-3-Clause,AGENT,,https://pypi.org/project/contourpy/1.3.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/contourpy/contourpy,https://pypi.org/project/contourpy/1.3.3/,submission,services/agent
cryptography,49.0.0,Apache-2.0 OR BSD-3-Clause,AGENT,,https://pypi.org/project/cryptography/49.0.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/pyca/cryptography,https://pypi.org/project/cryptography/49.0.0/,submission,services/agent
cssselect2,0.9.0,BSD-3-Clause,AGENT,,https://pypi.org/project/cssselect2/0.9.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/Kozea/cssselect2/blob/main/LICENSE,https://pypi.org/project/cssselect2/0.9.0/,submission,services/agent
cycler,0.12.1,BSD-3-Clause,AGENT,,https://pypi.org/project/cycler/0.12.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/matplotlib/cycler/blob/main/LICENSE,https://pypi.org/project/cycler/0.12.1/,submission,services/agent
dask,2026.7.1,BSD-3-Clause,AGENT,,https://pypi.org/project/dask/2026.7.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/dask/dask/,https://pypi.org/project/dask/2026.7.1/,submission,services/agent
dataclasses-json,0.6.7,MIT,AGENT,,https://pypi.org/project/dataclasses-json/0.6.7/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/lidatong/dataclasses-json,https://pypi.org/project/dataclasses-json/0.6.7/,submission,services/agent
diskcache-weave,5.6.3.post1,Apache-2.0 (inferred),AGENT,,https://pypi.org/project/diskcache-weave/,Container,Pre-installed inside the container,Inline addition — not in linked Agent sheet,,https://pypi.org/project/diskcache-weave/,inline-addition,services/agent
distributed,2026.7.1,BSD-3-Clause,AGENT,,https://pypi.org/project/distributed/2026.7.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/dask/distributed/blob/main/LICENSE.txt,https://pypi.org/project/distributed/2026.7.1/,submission,services/agent
distro,1.9.0,Apache-2.0,AGENT,,https://pypi.org/project/distro/1.9.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-distro/distro,https://pypi.org/project/distro/1.9.0/,submission,services/agent
docker,7.2.0,Apache-2.0,AGENT,,https://pypi.org/project/docker/7.2.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/docker/docker-py,https://pypi.org/project/docker/7.2.0/,submission,services/agent
docopt,0.6.2,MIT,AGENT,,https://pypi.org/project/docopt/0.6.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/docopt/docopt/blob/master/LICENSE-MIT,https://pypi.org/project/docopt/0.6.2/,submission,services/agent
duckdb,1.6.0.dev291,MIT,AGENT,,https://pypi.org/project/duckdb/1.6.0.dev291/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/duckdb/duckdb-python,https://pypi.org/project/duckdb/1.6.0.dev291/,submission,services/agent
elastic-transport,8.19.0,Apache-2.0,AGENT,,https://pypi.org/project/elastic-transport/8.19.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/elastic/elastic-transport-python,https://pypi.org/project/elastic-transport/8.19.0/,submission,services/agent
elasticsearch,8.17.2,Apache-2.0,AGENT,,https://pypi.org/project/elasticsearch/8.17.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/elastic/elasticsearch-py,https://pypi.org/project/elasticsearch/8.17.2/,submission,services/agent
exa-py,1.16.2,MIT,AGENT,,https://pypi.org/project/exa-py/1.16.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,Version 1.16.2 declares MIT in package metadata but its wheel/sdist contains no LICENSE file. Upstream added an MIT LICENSE after this release; OSRB should confirm the declaration is sufficient.,https://pypi.org/project/exa-py/1.16.2/,https://pypi.org/project/exa-py/1.16.2/,submission,services/agent
expandvars,1.1.2,MIT,AGENT,,https://pypi.org/project/expandvars/1.1.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/sayanarijit/expandvars,https://pypi.org/project/expandvars/1.1.2/,submission,services/agent
extratools,0.8.2.1,MIT,AGENT,,https://pypi.org/project/extratools/0.8.2.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/chuanconggao/extratools,https://pypi.org/project/extratools/0.8.2.1/,submission,services/agent
fastapi,0.139.2,MIT,AGENT,,https://pypi.org/project/fastapi/0.139.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/fastapi/fastapi,https://pypi.org/project/fastapi/0.139.2/,submission,services/agent
fastuuid,0.14.0,BSD-3-Clause,AGENT,,https://pypi.org/project/fastuuid/0.14.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/thedrow/fastuuid/,https://pypi.org/project/fastuuid/0.14.0/,submission,services/agent
filelock,3.32.0,MIT,AGENT,,https://pypi.org/project/filelock/3.32.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/tox-dev/py-filelock,https://pypi.org/project/filelock/3.32.0/,submission,services/agent
fonttools,4.63.0,MIT,AGENT,,https://pypi.org/project/fonttools/4.63.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,http://github.com/fonttools/fonttools,https://pypi.org/project/fonttools/4.63.0/,submission,services/agent
frozenlist,1.8.0,Apache-2.0,AGENT,,https://pypi.org/project/frozenlist/1.8.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/aio-libs/frozenlist,https://pypi.org/project/frozenlist/1.8.0/,submission,services/agent
fsspec,2026.6.0,BSD-3-Clause,AGENT,,https://pypi.org/project/fsspec/2026.6.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/fsspec/filesystem_spec,https://pypi.org/project/fsspec/2026.6.0/,submission,services/agent
googleapis-common-protos,1.75.0,Apache-2.0,AGENT,,https://pypi.org/project/googleapis-common-protos/1.75.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/googleapis/google-cloud-python/tree/main/packages/googleapis-common-protos,https://pypi.org/project/googleapis-common-protos/1.75.0/,submission,services/agent
greenlet,3.5.4,MIT AND PSF-2.0,AGENT,,https://pypi.org/project/greenlet/3.5.4/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-greenlet/greenlet/blob/master/LICENSE,https://pypi.org/project/greenlet/3.5.4/,submission,services/agent
grpcio,1.83.0,Apache-2.0,AGENT,,https://pypi.org/project/grpcio/1.83.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/grpc/grpc/blob/master/LICENSE,https://pypi.org/project/grpcio/1.83.0/,submission,services/agent
h11,0.16.0,MIT,AGENT,,https://pypi.org/project/h11/0.16.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-hyper/h11,https://pypi.org/project/h11/0.16.0/,submission,services/agent
hf-xet,1.6.0.dev0,Apache-2.0,AGENT,,https://pypi.org/project/hf-xet/1.6.0.dev0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/huggingface/xet-core,https://pypi.org/project/hf-xet/1.6.0.dev0/,submission,services/agent
html5lib,1.1,MIT,AGENT,,https://pypi.org/project/html5lib/1.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/html5lib/html5lib-python,https://pypi.org/project/html5lib/1.1/,submission,services/agent
httpcore,1.0.9,BSD-3-Clause,AGENT,,https://pypi.org/project/httpcore/1.0.9/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/encode/httpcore/blob/master/LICENSE.md,https://pypi.org/project/httpcore/1.0.9/,submission,services/agent
httptools,0.8.0,MIT,AGENT,,https://pypi.org/project/httptools/0.8.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/MagicStack/httptools,https://pypi.org/project/httptools/0.8.0/,submission,services/agent
httpx,0.28.1,BSD-3-Clause,AGENT,,https://pypi.org/project/httpx/0.28.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/encode/httpx,https://pypi.org/project/httpx/0.28.1/,submission,services/agent
httpx-sse,0.4.3,MIT,AGENT,,https://pypi.org/project/httpx-sse/0.4.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/florimondmanca/httpx-sse,https://pypi.org/project/httpx-sse/0.4.3/,submission,services/agent
huggingface_hub,1.24.0,Apache-2.0,AGENT,,https://pypi.org/project/huggingface_hub/1.24.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/huggingface/huggingface_hub/blob/main/LICENSE,https://pypi.org/project/huggingface_hub/1.24.0/,submission,services/agent
idna,3.18,BSD-3-Clause,AGENT,,https://pypi.org/project/idna/3.18/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/kjd/idna,https://pypi.org/project/idna/3.18/,submission,services/agent
importlib_metadata,8.9.0,Apache-2.0,AGENT,,https://pypi.org/project/importlib_metadata/8.9.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://pypi.org/project/importlib-metadata/8.9.0/,https://pypi.org/project/importlib_metadata/8.9.0/,submission,services/agent
Jinja2,3.1.6,BSD-3-Clause,AGENT,,https://pypi.org/project/Jinja2/3.1.6/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/pallets/jinja/,https://pypi.org/project/Jinja2/3.1.6/,submission,services/agent
jiter,0.16.0,MIT,AGENT,,https://pypi.org/project/jiter/0.16.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/pydantic/jiter/blob/main/LICENSE,https://pypi.org/project/jiter/0.16.0/,submission,services/agent
jmespath,1.1.0,MIT,AGENT,,https://pypi.org/project/jmespath/1.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/jmespath/jmespath.py,https://pypi.org/project/jmespath/1.1.0/,submission,services/agent
joblib,1.5.3,BSD-3-Clause,AGENT,,https://pypi.org/project/joblib/1.5.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/joblib/joblib/blob/main/LICENSE.txt,https://pypi.org/project/joblib/1.5.3/,submission,services/agent
joserfc,1.7.4,BSD-3-Clause,AGENT,,https://pypi.org/project/joserfc/1.7.4/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/authlib/joserfc,https://pypi.org/project/joserfc/1.7.4/,submission,services/agent
jsonpatch,1.33,BSD-3-Clause,AGENT,,https://pypi.org/project/jsonpatch/1.33/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/stefankoegl/python-json-patch,https://pypi.org/project/jsonpatch/1.33/,submission,services/agent
jsonpath-ng,1.8.0,Apache-2.0,AGENT,,https://pypi.org/project/jsonpath-ng/1.8.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/h2non/jsonpath-ng,https://pypi.org/project/jsonpath-ng/1.8.0/,submission,services/agent
jsonpointer,3.1.1,BSD-3-Clause,AGENT,,https://pypi.org/project/jsonpointer/3.1.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/stefankoegl/python-json-pointer/blob/master/LICENSE.txt,https://pypi.org/project/jsonpointer/3.1.1/,submission,services/agent
jsonschema,4.26.0,MIT,AGENT,,https://pypi.org/project/jsonschema/4.26.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-jsonschema/jsonschema,https://pypi.org/project/jsonschema/4.26.0/,submission,services/agent
jsonschema-specifications,2025.9.1,MIT,AGENT,,https://pypi.org/project/jsonschema-specifications/2025.9.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/python-jsonschema/jsonschema-specifications,https://pypi.org/project/jsonschema-specifications/2025.9.1/,submission,services/agent
kiwisolver,1.5.0,BSD-3-Clause,AGENT,,https://pypi.org/project/kiwisolver/1.5.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/nucleic/kiwi,https://pypi.org/project/kiwisolver/1.5.0/,submission,services/agent
langchain,1.3.14,MIT,AGENT,,https://pypi.org/project/langchain/1.3.14/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,https://pypi.org/project/langchain/1.3.14/,submission,services/agent
langchain-aws,1.1.0,MIT,AGENT,,https://pypi.org/project/langchain-aws/1.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain-aws,https://pypi.org/project/langchain-aws/1.1.0/,submission,services/agent
langchain-classic,1.0.8,MIT,AGENT,,https://pypi.org/project/langchain-classic/1.0.8/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,https://pypi.org/project/langchain-classic/1.0.8/,submission,services/agent
langchain-community,0.4.1,MIT,AGENT,,https://pypi.org/project/langchain-community/0.4.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain-community,https://pypi.org/project/langchain-community/0.4.1/,submission,services/agent
langchain-core,1.4.9,MIT,AGENT,,https://pypi.org/project/langchain-core/1.4.9/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,https://pypi.org/project/langchain-core/1.4.9/,submission,services/agent
langchain-exa,1.1.0,MIT,AGENT,,https://pypi.org/project/langchain-exa/1.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,https://pypi.org/project/langchain-exa/1.1.0/,submission,services/agent
langchain-huggingface,1.2.2,MIT,AGENT,,https://pypi.org/project/langchain-huggingface/1.2.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,https://pypi.org/project/langchain-huggingface/1.2.2/,submission,services/agent
langchain-litellm,0.7.0,MIT,AGENT,,https://pypi.org/project/langchain-litellm/0.7.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/Akshay-Dongare/langchain-litellm/blob/main/LICENSE,https://pypi.org/project/langchain-litellm/0.7.0/,submission,services/agent
langchain-milvus,0.3.3,MIT,AGENT,,https://pypi.org/project/langchain-milvus/0.3.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain-milvus,https://pypi.org/project/langchain-milvus/0.3.3/,submission,services/agent
langchain-nvidia-ai-endpoints,1.4.3,MIT,AGENT,,https://pypi.org/project/langchain-nvidia-ai-endpoints/1.4.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain-nvidia,https://pypi.org/project/langchain-nvidia-ai-endpoints/1.4.3/,submission,services/agent
langchain-oci,0.3.1,UPL-1.0,AGENT,,https://pypi.org/project/langchain-oci/0.3.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/oracle/langchain-oracle/blob/main/LICENSE.txt,https://pypi.org/project/langchain-oci/0.3.1/,submission,services/agent
langchain-openai,1.3.5,MIT,AGENT,,https://pypi.org/project/langchain-openai/1.3.5/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,https://pypi.org/project/langchain-openai/1.3.5/,submission,services/agent
langchain-protocol,0.0.18,MIT,AGENT,,https://pypi.org/project/langchain-protocol/0.0.18/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/agent-protocol/tree/main/streaming,https://pypi.org/project/langchain-protocol/0.0.18/,submission,services/agent
langchain-text-splitters,1.1.2,MIT,AGENT,,https://pypi.org/project/langchain-text-splitters/1.1.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,https://pypi.org/project/langchain-text-splitters/1.1.2/,submission,services/agent
langgraph,1.2.9,MIT,AGENT,,https://pypi.org/project/langgraph/1.2.9/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langgraph/blob/main/libs/langgraph/LICENSE,https://pypi.org/project/langgraph/1.2.9/,submission,services/agent
langgraph-checkpoint,4.1.1,MIT,AGENT,,https://pypi.org/project/langgraph-checkpoint/4.1.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langgraph/tree/main/libs/checkpoint,https://pypi.org/project/langgraph-checkpoint/4.1.1/,submission,services/agent
langgraph-prebuilt,1.1.0,MIT,AGENT,,https://pypi.org/project/langgraph-prebuilt/1.1.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langgraph/tree/main/libs/prebuilt,https://pypi.org/project/langgraph-prebuilt/1.1.0/,submission,services/agent
langgraph-sdk,0.4.2,MIT,AGENT,,https://pypi.org/project/langgraph-sdk/0.4.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langgraph/tree/main/libs/sdk-py,https://pypi.org/project/langgraph-sdk/0.4.2/,submission,services/agent
langsmith,0.10.10,MIT,AGENT,,https://pypi.org/project/langsmith/0.10.10/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/langchain-ai/langsmith-sdk/blob/main/LICENSE,https://pypi.org/project/langsmith/0.10.10/,submission,services/agent
litellm,1.84.10,MIT,AGENT,,https://pypi.org/project/litellm/1.84.10/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/BerriAI/litellm/blob/main/LICENSE,https://pypi.org/project/litellm/1.84.10/,submission,services/agent
locket,1.0.0,BSD-2-Clause,AGENT,,https://pypi.org/project/locket/1.0.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/mwilliamson/locket.py/blob/master/LICENSE,https://pypi.org/project/locket/1.0.0/,submission,services/agent
lxml,6.1.1,BSD-3-Clause,AGENT,,https://pypi.org/project/lxml/6.1.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/lxml/lxml/blob/master/LICENSE.txt,https://pypi.org/project/lxml/6.1.1/,submission,services/agent
Markdown,3.10.2,BSD-3-Clause,AGENT,,https://pypi.org/project/Markdown/3.10.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/Python-Markdown/markdown/blob/master/LICENSE.md,https://pypi.org/project/Markdown/3.10.2/,submission,services/agent
markdown-it-py,4.2.0,MIT,AGENT,,https://pypi.org/project/markdown-it-py/4.2.0/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/executablebooks/markdown-it-py,https://pypi.org/project/markdown-it-py/4.2.0/,submission,services/agent
MarkupSafe,3.0.3,BSD-3-Clause,AGENT,,https://pypi.org/project/MarkupSafe/3.0.3/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/pallets/markupsafe/,https://pypi.org/project/MarkupSafe/3.0.3/,submission,services/agent
marshmallow,3.26.2,MIT,AGENT,,https://pypi.org/project/marshmallow/3.26.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/marshmallow-code/marshmallow,https://pypi.org/project/marshmallow/3.26.2/,submission,services/agent
matplotlib,3.11.1,LicenseRef-Matplotlib AND bundled third-party licenses,AGENT,,https://pypi.org/project/matplotlib/3.11.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,"Custom PSF-derived, BSD-compatible Matplotlib license; bundled LICENSE also lists licenses for included fonts and native third-party code.",https://github.com/matplotlib/matplotlib/blob/v3.11.1/LICENSE/LICENSE,https://pypi.org/project/matplotlib/3.11.1/,submission,services/agent
mcp,1.28.1,MIT,AGENT,,https://pypi.org/project/mcp/1.28.1/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/modelcontextprotocol/python-sdk/blob/main/LICENSE,https://pypi.org/project/mcp/1.28.1/,submission,services/agent
mdurl,0.1.2,MIT,AGENT,,https://pypi.org/project/mdurl/0.1.2/,Container - Added to Base Container listed in Row 2,Pre-installed inside the container,,https://github.com/executablebooks/mdurl/blob/master/LICENSE,https://pypi.org/project/mdurl/0.1.2/,submission,services/agent
