package,version,license,module,vendored,downloaded_at_build,distribution_method,usage_method,comments,license_link,download_location,provenance,repo_modules
fsspec,2024.5.0,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/fsspec/filesystem_spec/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
gguf,0.17.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/ggml-org/llama.cpp/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
gir1.2-girepository-2.0,1.80.1-1,GPL (GNU Public License),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
gir1.2-glib-2.0,2.80.0-6ubuntu3.2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm
gir1.2-gst-plugins-base-1.0,,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/cupy/cupy/blob/main/LICENSE,Ubuntu APT repo,submission,services/rtvi/rt-vlm
gir1.2-gstreamer-1.0,,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/cupy/cupy/blob/main/LICENSE,Ubuntu APT repo,submission,services/rtvi/rt-vlm
git-lfs,12.1.0,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/cupy/cupy/blob/main/LICENSE,Ubuntu APT repo,submission,services/rtvi/rt-vlm
glib-networking,2.80.0-1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.gnome.org/GNOME/glib-networking/-/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
glib-networking-common,2.80.0-1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.gnome.org/GNOME/glib-networking/-/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
glib-networking-services,2.80.0-1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.gnome.org/GNOME/glib-networking/-/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
google-api-core,2.19.1,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/googleapis/python-api-core/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
google-auth,2.32.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/googleapis/google-auth-library-python/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
google-cloud-vision,3.10.2,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/googleapis/google-cloud-python/blob/main/packages/google-cloud-vision/LICENSE,PyPi,submission,services/rtvi/rt-vlm
googleapis-common-protos,1.63.2,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/googleapis/python-api-common-protos/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
gradio,4.41.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/gradio-app/gradio/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
gradio-video-overlay,0.0.8,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,,Container - Added to Base Container listed in Row 1,Static Linking,,,,submission,services/rtvi/rt-vlm
gradio_client,1.3.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/gradio-app/gradio/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
greenlet,3.0.3,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,MIT + PSF License,https://github.com/python-greenlet/greenlet/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
groovy,0.1.2,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/apache/groovy,PyPi,submission,services/rtvi/rt-vlm
groovy,0.1.2,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/gradio-app/groovy/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
grpcio,1.60.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/grpc/grpc/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
grpcio-status,1.67.1,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/grpc/grpc?tab=Apache-2.0-1-ov-file#readme,PyPi,submission,services/rtvi/rt-vlm
gsettings-desktop-schemas,46.1-0ubuntu1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.gnome.org/GNOME/gsettings-desktop-schemas/-/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
gstreamer1.0-plugins-bad,1.24.2-1ubuntu4,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
gstreamer1.0-plugins-base,1.24.2-1ubuntu0.2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/gstreamer/gstreamer/-/blob/main/LICENSE?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
gstreamer1.0-plugins-good,1.24.2-1ubuntu1.1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Pre installed inside of container,"LGPL, MIT/X11, BSD",https://gitlab.freedesktop.org/gstreamer/gstreamer/-/blob/main/LICENSE?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
gtk-update-icon-cache,3.24.41-4ubuntu1.3,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
h5py,3.10.0,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/h5py/h5py/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
hf-xet,1.1.5,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/huggingface/xet-core/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
hjson,3.1.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/hjson/hjson-py/blob/master/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
html5lib,1.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/html5lib/html5lib-python/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
httptools,0.6.4,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/MagicStack/httptools/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
httpx-sse,15.0.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/xolox/python-coloredlogs/blob/master/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
huggingface-hub,0.24.5,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/huggingface/huggingface_hub/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
humanfriendly,10.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/xolox/python-humanfriendly/blob/master/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
hydra-core,2.3.4,Other (Please describe in Comments),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,PSF License,https://github.com/aio-libs/aiohappyeyeballs/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
importlib_metadata,1.3.1,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/aio-libs/aiosignal/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
interegular,0.3.3,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/MegaIng/interegular/blob/master/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
iopath,0.1.10,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/facebookresearch/iopath/tree/v0.1.10,PyPi,submission,services/rtvi/rt-vlm
iso-codes,4.16.0-1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
isodate,0.6.1,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/gweis/isodate/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
jaraco-classes,3.4.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,,PyPi,submission,services/rtvi/rt-vlm
jaraco-context,6.0.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,,PyPi,submission,services/rtvi/rt-vlm
jaraco-functools,4.3.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,,PyPi,submission,services/rtvi/rt-vlm
jeepney,0.9.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://gitlab.com/takluyver/jeepney/-/blob/master/LICENSE?ref_type=heads,PyPi,submission,services/rtvi/rt-vlm
Jinja2,3.1.4,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/pallets/jinja/blob/main/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
jmespath,1.0.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/jmespath/jmespath.py/blob/develop/LICENSE,PyPi,submission,services/rtvi/rt-vlm
joblib,1.4.2,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/joblib/joblib/blob/main/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
joblib,1.5.3,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/joblib/joblib/blob/main/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
json_repair,0.9.1,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/readthedocs/commonmark.py/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
jsonpatch,1.33,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/stefankoegl/python-json-patch/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
jsonpointer,3.0.0,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/stefankoegl/python-json-pointer/blob/master/LICENSE.txt,PyPi,submission,services/rtvi/rt-vlm
jsonschema,4.22.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/python-jsonschema/jsonschema/blob/main/COPYING,PyPi,submission,services/rtvi/rt-vlm
jsonschema-path,0.3.4,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/p1c2u/jsonschema-path/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
jsonschema-specifications,2023.12.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/python-jsonschema/jsonschema-specifications/blob/main/COPYING,PyPi,submission,services/rtvi/rt-vlm
kafka-python,2.3.0,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/dpkp/kafka-python/tree/2.3.0,PyPi,submission,services/rtvi/rt-vlm
keyring,25.7.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,,PyPi,submission,services/rtvi/rt-vlm
kiwisolver,1.4.5,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/nucleic/kiwi/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain,0.1.20,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-arangodb,2.1.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-community,0.0.38,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-core,0.2.39,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-elasticsearch,0.4.0,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-experimental,1.2.1,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/contourpy/contourpy/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-huggingface,0.0.3,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/libs/partners/huggingface/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-milvus,0.1.4,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/libs/partners/milvus/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-nvidia-ai-endpoints,0.1.2,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain-nvidia/blob/main/libs/ai-endpoints/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-openai,0.1.7,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langchain-text-splitters,0.0.2,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langchain/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langdetect,1.0.9,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/Mimino666/langdetect/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langgraph,0.5.4,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://www.github.com/langchain-ai/langgraph/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langgraph-checkpoint,2.1.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://www.github.com/langchain-ai/langgraph/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langgraph-prebuilt,0.5.1,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langgraph/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langgraph-sdk,0.1.74,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://www.github.com/langchain-ai/langgraph/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
langsmith,0.1.117,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/langchain-ai/langsmith-sdk/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm
lark,1.1.9,MIT,RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/lark-parser/lark/blob/master/LICENSE,PyPi,submission,services/rtvi/rt-vlm
lazy-loader,0.5,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/scientific-python/lazy-loader/blob/main/LICENSE.md,PyPi,submission,services/rtvi/rt-vlm
libaa1,1.4p5-51.1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libaom3,3.8.2-2ubuntu0.1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"BSD, ISC, Alliance for Open Media Patent License 1.0
 Not used, installed as a dependency of another dpkg package",https://aomedia.googlesource.com/aom/+/refs/heads/main/LICENSE,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libapparmor1,4.0.1really4.0.1-0ubuntu0.24.04.3,GPL (GNU Public License),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libargon2-1,0~20190702+dfsg-4build1,Apache 2.0,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libasound2-data,1.2.11-1build2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://git.alsa-project.org/?p=alsa-lib.git;a=blob;f=COPYING;h=ae23fcfda2da8599b52baff4c257847205d78c56;hb=HEAD,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libasound2t64,1.2.11-1build2,ISC (Internet Software Consortium),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/libass/libass/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libass9,1:0.17.1-2build1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"ISC, BSD-2-Clause, GPL-2+, NTP
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libasyncns0,0.8-6build4,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libatk-bridge2.0-0t64,2.52.0-1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libatk1.0-0t64,2.52.0-1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libatspi2.0-0t64,2.52.0-1build1,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libavahi-client3,0.8-13ubuntu6,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libavahi-common-data,0.8-13ubuntu6,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libavahi-common3,0.8-13ubuntu6,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libavc1394-0,0.5.4-5build3,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libavtp0,0.2.0-1build1,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libavutil.so,59.8.100,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,,Container - Added to Base Container listed in Row 1,Dynamic Linking,"Added as libs, dependency for PyNvVideoCodec",https://github.com/FFmpeg/FFmpeg/blob/master/COPYING.LGPLv2.1,,submission,services/rtvi/rt-vlm
libbs2b0,3.1.0+dfsg-7build1,MIT,RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcaca0,0.99.beta20-4build2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/cacalabs/libcaca/blob/main/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcairo-gobject2,1.18.0-3build1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/cairo/cairo/-/blob/master/COPYING?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcairo2,1.18.0-3build1,More than one license (Please specify in Comments),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"LGPL or MPL.
 Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/cairo/cairo/-/blob/master/COPYING?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcap2-bin,1:2.66-5ubuntu2.2,BSD (any variant),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcdparanoia0,3.10.2+debian-14build3,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libchromaprint1,1.5.1-5,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/acoustid/chromaprint/blob/master/LICENSE.md,Ubuntu APT repo,submission,services/rtvi/rt-vlm
libcolord2,1.4.7-1build2,LGPL (Library or Lesser GPL),RTVI_VLM (source scope 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm
